iter	sc_Vmax(1)	Km(1)	LnPrior	LnData	LnPosterior
1755	0.0248679	19.211	-2.706106e+00	-1.435268e+03	-1.437974e+03
1760	0.0248679	18.7967	-2.683303e+00	-1.435291e+03	-1.437975e+03
1765	0.0240631	18.9678	-2.663222e+00	-1.434795e+03	-1.437458e+03
1770	0.0240631	17.7514	-2.594342e+00	-1.434588e+03	-1.437182e+03
1775	0.0213068	17.7514	-2.486866e+00	-1.436414e+03	-1.438900e+03
1780	0.0248035	19.4254	-2.715409e+00	-1.435407e+03	-1.438122e+03
1785	0.0248035	19.4254	-2.715409e+00	-1.435407e+03	-1.438122e+03
1790	0.0248035	19.0843	-2.696837e+00	-1.435160e+03	-1.437857e+03
1795	0.0248035	18.8324	-2.682949e+00	-1.435163e+03	-1.437846e+03
1800	0.0248035	19.6548	-2.727751e+00	-1.435728e+03	-1.438456e+03
1805	0.0248035	18.1477	-2.644408e+00	-1.436084e+03	-1.438729e+03
1810	0.0248035	18.1477	-2.644408e+00	-1.436084e+03	-1.438729e+03
1815	0.0240468	18.1477	-2.616593e+00	-1.434166e+03	-1.436782e+03
1820	0.0240468	18.1477	-2.616593e+00	-1.434166e+03	-1.436782e+03
1825	0.0240468	18.7561	-2.650896e+00	-1.434472e+03	-1.437123e+03
1830	0.0240468	18.7561	-2.650896e+00	-1.434472e+03	-1.437123e+03
1835	0.0240468	17.9508	-2.605286e+00	-1.434293e+03	-1.436898e+03
1840	0.0240468	18.8768	-2.657591e+00	-1.434647e+03	-1.437305e+03
1845	0.0240468	17.3536	-2.570374e+00	-1.435426e+03	-1.437996e+03
1850	0.0224512	17.3536	-2.509383e+00	-1.432422e+03	-1.434931e+03
1855	0.0224512	17.5631	-2.521739e+00	-1.432836e+03	-1.435358e+03
1860	0.0224512	17.5631	-2.521739e+00	-1.432836e+03	-1.435358e+03
1865	0.0224512	17.3084	-2.506701e+00	-1.432346e+03	-1.434853e+03
1870	0.0224512	17.3084	-2.506701e+00	-1.432346e+03	-1.434853e+03
1875	0.0224512	17.3084	-2.506701e+00	-1.432346e+03	-1.434853e+03
1880	0.0224512	17.1931	-2.499832e+00	-1.432188e+03	-1.434688e+03
1885	0.0211633	15.9863	-2.373825e+00	-1.430274e+03	-1.432648e+03
1890	0.0211633	15.9863	-2.373825e+00	-1.430274e+03	-1.432648e+03
1895	0.0211633	15.9863	-2.373825e+00	-1.430274e+03	-1.432648e+03
1900	0.0221908	15.9863	-2.415317e+00	-1.432171e+03	-1.434586e+03
1905	0.0215741	15.9863	-2.390599e+00	-1.430664e+03	-1.433055e+03
1910	0.0218182	15.9863	-2.400447e+00	-1.431131e+03	-1.433532e+03
1915	0.0218182	16.0154	-2.402286e+00	-1.431106e+03	-1.433508e+03
1920	0.0218182	16.0154	-2.402286e+00	-1.431106e+03	-1.433508e+03
1925	0.0213588	16.0154	-2.383677e+00	-1.430420e+03	-1.432803e+03
1930	0.021408	15.5744	-2.357458e+00	-1.430566e+03	-1.432923e+03
1935	0.021408	15.5744	-2.357458e+00	-1.430566e+03	-1.432923e+03
1940	0.0199642	15.5744	-2.296969e+00	-1.430214e+03	-1.432511e+03
1945	0.0207108	15.5744	-2.328661e+00	-1.429590e+03	-1.431918e+03
1950	0.0207108	15.5744	-2.328661e+00	-1.429590e+03	-1.431918e+03
1955	0.0207108	15.745	-2.339655e+00	-1.429864e+03	-1.432204e+03
1960	0.0210943	15.745	-2.355589e+00	-1.429999e+03	-1.432354e+03
1965	0.0216129	15.745	-2.376777e+00	-1.430885e+03	-1.433262e+03
1970	0.0216129	14.8985	-2.321230e+00	-1.433353e+03	-1.435674e+03
1975	0.019777	14.8985	-2.244323e+00	-1.428424e+03	-1.430668e+03
1980	0.0207815	14.8985	-2.287060e+00	-1.429772e+03	-1.432059e+03
1985	0.0189985	14.8985	-2.210020e+00	-1.429701e+03	-1.431911e+03
1990	0.0189474	14.8985	-2.207733e+00	-1.429860e+03	-1.432068e+03
1995	0.020632	14.8985	-2.280807e+00	-1.429364e+03	-1.431645e+03
2000	0.0206092	14.8985	-2.279848e+00	-1.429308e+03	-1.431588e+03
2005	0.0206092	14.8985	-2.279848e+00	-1.429308e+03	-1.431588e+03
2010	0.0198793	15.1666	-2.266622e+00	-1.429006e+03	-1.431272e+03
2015	0.0204514	15.1666	-2.291067e+00	-1.429014e+03	-1.431305e+03
2020	0.0204514	15.1666	-2.291067e+00	-1.429014e+03	-1.431305e+03
2025	0.0204514	14.681	-2.258515e+00	-1.429153e+03	-1.431412e+03
2030	0.0197246	14.9749	-2.247165e+00	-1.428633e+03	-1.430880e+03
2035	0.0197246	14.3686	-2.205955e+00	-1.427788e+03	-1.429994e+03
2040	0.0183388	14.3686	-2.143992e+00	-1.429110e+03	-1.431254e+03
2045	0.0183388	14.3686	-2.143992e+00	-1.429110e+03	-1.431254e+03
2050	0.0183388	13.5796	-2.088207e+00	-1.426018e+03	-1.428106e+03
2055	0.0183388	13.5796	-2.088207e+00	-1.426018e+03	-1.428106e+03
2060	0.0175146	13.3885	-2.035704e+00	-1.426638e+03	-1.428673e+03
2065	0.0175146	12.839	-1.994809e+00	-1.424575e+03	-1.426570e+03
2070	0.0179293	12.839	-2.014402e+00	-1.424763e+03	-1.426777e+03
2075	0.0179293	12.839	-2.014402e+00	-1.424763e+03	-1.426777e+03
2080	0.0179569	12.839	-2.015691e+00	-1.424803e+03	-1.426819e+03
2085	0.0179569	12.839	-2.015691e+00	-1.424803e+03	-1.426819e+03
2090	0.0179569	13.3204	-2.051593e+00	-1.425577e+03	-1.427628e+03
2095	0.0179569	13.3204	-2.051593e+00	-1.425577e+03	-1.427628e+03
2100	0.0179569	13.3204	-2.051593e+00	-1.425577e+03	-1.427628e+03
2105	0.0194193	13.3204	-2.117920e+00	-1.428683e+03	-1.430801e+03
2110	0.0174428	13.3204	-2.027282e+00	-1.426508e+03	-1.428535e+03
2115	0.0179941	13.3204	-2.053333e+00	-1.425548e+03	-1.427602e+03
2120	0.0179941	13.3204	-2.053333e+00	-1.425548e+03	-1.427602e+03
2125	0.0172293	13.253	-2.012056e+00	-1.426829e+03	-1.428841e+03
2130	0.0184859	13.253	-2.071090e+00	-1.425715e+03	-1.427786e+03
2135	0.0184859	13.253	-2.071090e+00	-1.425715e+03	-1.427786e+03
2140	0.0184859	13.253	-2.071090e+00	-1.425715e+03	-1.427786e+03
2145	0.0184859	13.253	-2.071090e+00	-1.425715e+03	-1.427786e+03
2150	0.0184859	13.253	-2.071090e+00	-1.425715e+03	-1.427786e+03
2155	0.0191497	13.253	-2.101025e+00	-1.427676e+03	-1.429777e+03
2160	0.0191497	14.6225	-2.198103e+00	-1.428229e+03	-1.430427e+03
2165	0.0191497	14.6225	-2.198103e+00	-1.428229e+03	-1.430427e+03
2170	0.0191497	14.6225	-2.198103e+00	-1.428229e+03	-1.430427e+03
2175	0.0191497	14.556	-2.193561e+00	-1.428016e+03	-1.430209e+03
2180	0.0191497	14.556	-2.193561e+00	-1.428016e+03	-1.430209e+03
2185	0.0191497	14.556	-2.193561e+00	-1.428016e+03	-1.430209e+03
2190	0.0191518	14.225	-2.170804e+00	-1.427203e+03	-1.429374e+03
2195	0.0191518	14.225	-2.170804e+00	-1.427203e+03	-1.429374e+03
2200	0.0191518	14.225	-2.170804e+00	-1.427203e+03	-1.429374e+03
2205	0.0190859	14.225	-2.167870e+00	-1.427210e+03	-1.429378e+03
2210	0.0190859	13.3739	-2.107071e+00	-1.427124e+03	-1.429231e+03
2215	0.0193461	13.8573	-2.153515e+00	-1.427214e+03	-1.429367e+03
2220	0.0193461	13.8573	-2.153515e+00	-1.427214e+03	-1.429367e+03
2225	0.0178697	13.8573	-2.086332e+00	-1.427955e+03	-1.430041e+03
2230	0.0186674	13.8573	-2.123144e+00	-1.426532e+03	-1.428655e+03
2235	0.018276	12.8959	-2.034814e+00	-1.425415e+03	-1.427450e+03
2240	0.0178202	12.8959	-2.013582e+00	-1.424710e+03	-1.426723e+03
2245	0.0170021	12.8959	-1.974392e+00	-1.425644e+03	-1.427619e+03
2250	0.0170021	11.5579	-1.868964e+00	-1.423529e+03	-1.425398e+03
2255	0.0162524	11.5579	-1.831752e+00	-1.421890e+03	-1.423721e+03
2260	0.0162524	11.5579	-1.831752e+00	-1.421890e+03	-1.423721e+03
2265	0.0162524	11.5579	-1.831752e+00	-1.421890e+03	-1.423721e+03
2270	0.0162524	11.7614	-1.848397e+00	-1.422386e+03	-1.424234e+03
2275	0.0162524	11.6492	-1.839248e+00	-1.422078e+03	-1.423918e+03
2280	0.0152859	11.4139	-1.769856e+00	-1.422988e+03	-1.424757e+03
2285	0.0153873	11.4139	-1.775210e+00	-1.422621e+03	-1.424396e+03
2290	0.016034	11.4139	-1.808742e+00	-1.421560e+03	-1.423368e+03
2295	0.016034	11.4139	-1.808742e+00	-1.421560e+03	-1.423368e+03
2300	0.016034	11.4139	-1.808742e+00	-1.421560e+03	-1.423368e+03
2305	0.016034	11.4243	-1.809611e+00	-1.421586e+03	-1.423396e+03
2310	0.016034	11.4243	-1.809611e+00	-1.421586e+03	-1.423396e+03
2315	0.0148529	10.2176	-1.642671e+00	-1.418906e+03	-1.420549e+03
2320	0.0144711	9.55076	-1.559548e+00	-1.418243e+03	-1.419803e+03
2325	0.014446	9.55076	-1.558157e+00	-1.418151e+03	-1.419709e+03
2330	0.0138722	9.18584	-1.490397e+00	-1.416768e+03	-1.418259e+03
2335	0.0137522	9.65038	-1.528592e+00	-1.417646e+03	-1.419174e+03
2340	0.0139484	9.44624	-1.520211e+00	-1.416983e+03	-1.418504e+03
2345	0.0133049	8.77257	-1.415895e+00	-1.415480e+03	-1.416896e+03
2350	0.0126627	8.55453	-1.354785e+00	-1.414545e+03	-1.415900e+03
2355	0.0126627	7.83291	-1.276614e+00	-1.415205e+03	-1.416481e+03
2360	0.0124605	7.94734	-1.276948e+00	-1.413655e+03	-1.414932e+03
2365	0.0120741	7.898	-1.247272e+00	-1.412714e+03	-1.413961e+03
2370	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2375	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2380	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2385	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2390	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2395	0.0120741	8.05105	-1.264202e+00	-1.413124e+03	-1.414388e+03
2400	0.0120741	7.81221	-1.237669e+00	-1.412610e+03	-1.413847e+03
2405	0.0120741	7.81221	-1.237669e+00	-1.412610e+03	-1.413847e+03
2410	0.0120782	7.50413	-1.202746e+00	-1.413152e+03	-1.414355e+03
2415	0.0111585	7.50413	-1.142759e+00	-1.412058e+03	-1.413201e+03
2420	0.0113171	7.50413	-1.153362e+00	-1.411646e+03	-1.412799e+03
2425	0.0113171	7.50413	-1.153362e+00	-1.411646e+03	-1.412799e+03
2430	0.0113171	7.57572	-1.161636e+00	-1.412049e+03	-1.413210e+03
2435	0.0113171	7.04936	-1.099301e+00	-1.410823e+03	-1.411922e+03
2440	0.0111112	7.04936	-1.085514e+00	-1.410223e+03	-1.411309e+03
2445	0.0115007	7.10983	-1.118779e+00	-1.411500e+03	-1.412619e+03
2450	0.0107923	7.10983	-1.071117e+00	-1.410556e+03	-1.411628e+03
2455	0.0107923	7.10983	-1.071117e+00	-1.410556e+03	-1.411628e+03
2460	0.0118354	7.40068	-1.175187e+00	-1.412253e+03	-1.413428e+03
2465	0.0117312	6.94034	-1.113111e+00	-1.414342e+03	-1.415455e+03
2470	0.0109154	6.94034	-1.058859e+00	-1.409788e+03	-1.410846e+03
2475	0.0109355	6.80341	-1.043214e+00	-1.409761e+03	-1.410804e+03
2480	0.0109355	6.86986	-1.051505e+00	-1.409744e+03	-1.410795e+03
2485	0.0110963	6.49343	-1.014595e+00	-1.412443e+03	-1.413458e+03
2490	0.0110359	7.37942	-1.119920e+00	-1.411601e+03	-1.412721e+03
2495	0.011091	7.48766	-1.136295e+00	-1.412186e+03	-1.413322e+03
2500	0.0112808	7.48766	-1.149031e+00	-1.411632e+03	-1.412781e+03
2505	0.0114	7.46087	-1.153826e+00	-1.411366e+03	-1.412519e+03
2510	0.0111717	7.18652	-1.106172e+00	-1.410527e+03	-1.411633e+03
2515	0.0114475	7.18652	-1.124524e+00	-1.411100e+03	-1.412225e+03
2520	0.0101302	7.18652	-1.033655e+00	-1.415817e+03	-1.416850e+03
2525	0.0103578	7.18652	-1.049956e+00	-1.413626e+03	-1.414676e+03
2530	0.0103578	7.22648	-1.054741e+00	-1.414136e+03	-1.415191e+03
2535	0.0106422	7.22928	-1.075086e+00	-1.412111e+03	-1.413186e+03
2540	0.0106422	6.55296	-9.911713e-01	-1.409021e+03	-1.410012e+03
2545	0.0106422	6.55296	-9.911713e-01	-1.409021e+03	-1.410012e+03
2550	0.0106422	6.55296	-9.911713e-01	-1.409021e+03	-1.410012e+03
2555	0.0100406	6.25579	-9.093441e-01	-1.407491e+03	-1.408400e+03
2560	0.0100406	6.25579	-9.093441e-01	-1.407491e+03	-1.408400e+03
2565	0.0102578	6.25579	-9.250145e-01	-1.407984e+03	-1.408909e+03
2570	0.0101547	6.30691	-9.244219e-01	-1.407726e+03	-1.408650e+03
2575	0.00987981	6.30691	-9.043983e-01	-1.407807e+03	-1.408711e+03
2580	0.00967954	6.30691	-8.895489e-01	-1.408498e+03	-1.409387e+03
2585	0.00967954	5.97737	-8.448582e-01	-1.406515e+03	-1.407360e+03
2590	0.00943512	6.20784	-8.578730e-01	-1.408883e+03	-1.409741e+03
2595	0.0101063	6.20784	-9.076837e-01	-1.407536e+03	-1.408444e+03
2600	0.0101049	6.20784	-9.075813e-01	-1.407535e+03	-1.408442e+03
2605	0.0101049	6.20784	-9.075813e-01	-1.407535e+03	-1.408442e+03
2610	0.0101049	6.20784	-9.075813e-01	-1.407535e+03	-1.408442e+03
2615	0.0110952	6.69985	-1.041003e+00	-1.410876e+03	-1.411917e+03
2620	0.0102647	6.68497	-9.814209e-01	-1.409248e+03	-1.410229e+03
2625	0.0102647	6.28784	-9.297893e-01	-1.407982e+03	-1.408912e+03
2630	0.0101158	6.28784	-9.190763e-01	-1.407640e+03	-1.408559e+03
2635	0.0100095	6.28784	-9.113596e-01	-1.407575e+03	-1.408486e+03
2640	0.0101908	6.28784	-9.244872e-01	-1.407774e+03	-1.408699e+03
2645	0.0101908	6.28784	-9.244872e-01	-1.407774e+03	-1.408699e+03
2650	0.00966626	6.00386	-8.475271e-01	-1.406593e+03	-1.407441e+03
2655	0.00966626	5.86809	-8.286251e-01	-1.406323e+03	-1.407151e+03
2660	0.00921624	5.86809	-7.943745e-01	-1.406679e+03	-1.407473e+03
2665	0.00921624	5.86809	-7.943745e-01	-1.406679e+03	-1.407473e+03
2670	0.00941214	5.86809	-8.094327e-01	-1.406160e+03	-1.406970e+03
2675	0.00968042	5.86809	-8.296836e-01	-1.406359e+03	-1.407189e+03
2680	0.00967123	5.86809	-8.289970e-01	-1.406336e+03	-1.407165e+03
2685	0.0096473	6.07872	-8.563898e-01	-1.406938e+03	-1.407794e+03
2690	0.00966729	6.07872	-8.578857e-01	-1.406906e+03	-1.407764e+03
2695	0.00966729	6.07872	-8.578857e-01	-1.406906e+03	-1.407764e+03
2700	0.0099528	6.07872	-8.790074e-01	-1.407116e+03	-1.407995e+03
2705	0.0100208	6.07872	-8.839753e-01	-1.407330e+03	-1.408214e+03
2710	0.0100208	6.07872	-8.839753e-01	-1.407330e+03	-1.408214e+03
2715	0.0100208	6.07872	-8.839753e-01	-1.407330e+03	-1.408214e+03
2720	0.0100208	6.25973	-9.084373e-01	-1.407489e+03	-1.408397e+03
2725	0.0100208	5.68865	-8.292841e-01	-1.409685e+03	-1.410514e+03
2730	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2735	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2740	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2745	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2750	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2755	0.00973045	6.25326	-8.861944e-01	-1.407851e+03	-1.408738e+03
2760	0.00973045	5.97449	-8.482547e-01	-1.406561e+03	-1.407410e+03
2765	0.00973045	5.91782	-8.403759e-01	-1.406504e+03	-1.407344e+03
2770	0.00973045	5.61627	-7.974427e-01	-1.407535e+03	-1.408332e+03
2775	0.00973045	5.61627	-7.974427e-01	-1.407535e+03	-1.408332e+03
2780	0.0101044	6.13413	-8.975903e-01	-1.407572e+03	-1.408469e+03
2785	0.0102118	6.13413	-9.053303e-01	-1.408050e+03	-1.408955e+03
2790	0.00958021	6.26186	-8.760992e-01	-1.408577e+03	-1.409453e+03
2795	0.00958021	6.26186	-8.760992e-01	-1.408577e+03	-1.409453e+03
2800	0.00958021	5.48038	-7.662673e-01	-1.407311e+03	-1.408077e+03
2805	0.00921389	5.57122	-7.516559e-01	-1.405095e+03	-1.405847e+03
2810	0.00921389	5.57122	-7.516559e-01	-1.405095e+03	-1.405847e+03
2815	0.00921389	5.66187	-7.648251e-01	-1.405368e+03	-1.406133e+03
2820	0.00940465	5.59906	-7.703859e-01	-1.405610e+03	-1.406380e+03
2825	0.00940465	5.59906	-7.703859e-01	-1.405610e+03	-1.406380e+03
2830	0.00936832	5.59906	-7.676095e-01	-1.405479e+03	-1.406247e+03
2835	0.00936832	5.74951	-7.892973e-01	-1.405683e+03	-1.406472e+03
2840	0.00989266	6.13785	-8.826488e-01	-1.407084e+03	-1.407967e+03
2845	0.00984086	5.99366	-8.590900e-01	-1.406810e+03	-1.407669e+03
2850	0.00984086	5.99366	-8.590900e-01	-1.406810e+03	-1.407669e+03
2855	0.00932301	5.99366	-8.201037e-01	-1.407324e+03	-1.408144e+03
2860	0.00937546	5.99366	-8.241242e-01	-1.407097e+03	-1.407921e+03
2865	0.00937546	5.51731	-7.561837e-01	-1.405652e+03	-1.406408e+03
2870	0.00879128	5.0733	-6.429206e-01	-1.403962e+03	-1.404605e+03
2875	0.00879128	5.0733	-6.429206e-01	-1.403962e+03	-1.404605e+03
2880	0.00879128	5.47554	-7.042650e-01	-1.405036e+03	-1.405740e+03
2885	0.00879128	5.19032	-6.611390e-01	-1.403793e+03	-1.404454e+03
2890	0.00849049	5.19032	-6.367085e-01	-1.403783e+03	-1.404420e+03
2895	0.0089341	5.19032	-6.725248e-01	-1.404352e+03	-1.405025e+03
2900	0.00875024	5.17897	-6.560891e-01	-1.403684e+03	-1.404340e+03
2905	0.00884322	5.17897	-6.635425e-01	-1.403967e+03	-1.404631e+03
2910	0.00884322	5.17897	-6.635425e-01	-1.403967e+03	-1.404631e+03
2915	0.00884322	5.17897	-6.635425e-01	-1.403967e+03	-1.404631e+03
2920	0.00884322	5.29234	-6.809246e-01	-1.404028e+03	-1.404709e+03
2925	0.00884322	5.29234	-6.809246e-01	-1.404028e+03	-1.404709e+03
2930	0.00866541	5.29234	-6.666204e-01	-1.404074e+03	-1.404740e+03
2935	0.00856289	5.29234	-6.582752e-01	-1.404346e+03	-1.405004e+03
2940	0.00841113	5.14244	-6.227413e-01	-1.403658e+03	-1.404281e+03
2945	0.00841113	5.14244	-6.227413e-01	-1.403658e+03	-1.404281e+03
2950	0.00841113	5.14244	-6.227413e-01	-1.403658e+03	-1.404281e+03
2955	0.00841113	5.14244	-6.227413e-01	-1.403658e+03	-1.404281e+03
2960	0.0089719	5.14244	-6.681002e-01	-1.404777e+03	-1.405445e+03
2965	0.0089719	5.18911	-6.753297e-01	-1.404564e+03	-1.405240e+03
2970	0.0089719	5.43655	-7.128494e-01	-1.404530e+03	-1.405243e+03
2975	0.0085895	5.1156	-6.332238e-01	-1.403319e+03	-1.403953e+03
2980	0.0085803	5.1156	-6.324724e-01	-1.403313e+03	-1.403946e+03
2985	0.00846496	5.1156	-6.230107e-01	-1.403352e+03	-1.403975e+03
2990	0.00825753	5.1156	-6.057538e-01	-1.404047e+03	-1.404653e+03
2995	0.00817362	5.1156	-5.986833e-01	-1.404552e+03	-1.405151e+03
3000	0.00817362	5.1156	-5.986833e-01	-1.404552e+03	-1.405151e+03
3005	0.00796802	5.1156	-5.811336e-01	-1.406358e+03	-1.406939e+03
3010	0.00837248	5.1156	-6.153553e-01	-1.403565e+03	-1.404180e+03
3015	0.00837248	5.1156	-6.153553e-01	-1.403565e+03	-1.404180e+03
3020	0.00837248	5.1156	-6.153553e-01	-1.403565e+03	-1.404180e+03
3025	0.00837248	4.66651	-5.427952e-01	-1.403209e+03	-1.403752e+03
3030	0.00837248	4.67317	-5.439095e-01	-1.403160e+03	-1.403704e+03
3035	0.00837248	5.06578	-6.075502e-01	-1.403211e+03	-1.403818e+03
3040	0.00855119	5.06578	-6.222885e-01	-1.403153e+03	-1.403775e+03
3045	0.00855119	5.06578	-6.222885e-01	-1.403153e+03	-1.403775e+03
3050	0.00855119	5.04733	-6.193834e-01	-1.403116e+03	-1.403735e+03
3055	0.00855119	5.12499	-6.315572e-01	-1.403334e+03	-1.403966e+03
3060	0.00826046	5.12499	-6.074638e-01	-1.404129e+03	-1.404736e+03
3065	0.00826046	4.49447	-5.042343e-01	-1.403711e+03	-1.404215e+03
3070	0.00777881	4.49447	-4.629242e-01	-1.400800e+03	-1.401263e+03
3075	0.00763235	4.49447	-4.499958e-01	-1.400915e+03	-1.401365e+03
3080	0.00824748	4.49447	-5.031444e-01	-1.403570e+03	-1.404073e+03
3085	0.00824748	4.77401	-5.501873e-01	-1.402145e+03	-1.402696e+03
3090	0.00811404	4.75433	-5.356648e-01	-1.401876e+03	-1.402412e+03
3095	0.00811404	4.75433	-5.356648e-01	-1.401876e+03	-1.402412e+03
3100	0.00845445	4.75433	-5.641770e-01	-1.403272e+03	-1.403836e+03
3105	0.00790518	4.75433	-5.177375e-01	-1.402166e+03	-1.402683e+03
3110	0.00790518	4.52615	-4.793794e-01	-1.401087e+03	-1.401566e+03
3115	0.00777324	4.51041	-4.651775e-01	-1.400854e+03	-1.401320e+03
3120	0.00777324	4.38261	-4.429903e-01	-1.400679e+03	-1.401122e+03
3125	0.00777324	4.38261	-4.429903e-01	-1.400679e+03	-1.401122e+03
3130	0.00777324	4.38261	-4.429903e-01	-1.400679e+03	-1.401122e+03
3135	0.00725432	4.38261	-3.963338e-01	-1.401647e+03	-1.402044e+03
3140	0.00725432	3.69749	-2.683040e-01	-1.402006e+03	-1.402274e+03
3145	0.00655707	3.69749	-2.016846e-01	-1.397481e+03	-1.397683e+03
3150	0.0067647	3.69749	-2.220306e-01	-1.397358e+03	-1.397580e+03
3155	0.0067647	3.94156	-2.695345e-01	-1.399184e+03	-1.399453e+03
3160	0.00698196	3.94156	-2.903530e-01	-1.398381e+03	-1.398672e+03
3165	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3170	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3175	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3180	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3185	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3190	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3195	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3200	0.00698134	3.96294	-2.943508e-01	-1.398511e+03	-1.398806e+03
3205	0.00726383	4.22747	-3.696088e-01	-1.399831e+03	-1.400200e+03
3210	0.00748884	4.22747	-3.901070e-01	-1.399765e+03	-1.400155e+03
3215	0.00748884	4.22747	-3.901070e-01	-1.399765e+03	-1.400155e+03
3220	0.00716046	4.1855	-3.524427e-01	-1.399827e+03	-1.400179e+03
3225	0.00716046	4.1855	-3.524427e-01	-1.399827e+03	-1.400179e+03
3230	0.00716046	4.1855	-3.524427e-01	-1.399827e+03	-1.400179e+03
3235	0.0072432	4.13287	-3.505015e-01	-1.399232e+03	-1.399583e+03
3240	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3245	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3250	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3255	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3260	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3265	0.00707229	4.12508	-3.331633e-01	-1.399607e+03	-1.399940e+03
3270	0.00743336	3.96813	-3.372063e-01	-1.400479e+03	-1.400816e+03
3275	0.00693307	3.96813	-2.907454e-01	-1.398658e+03	-1.398949e+03
3280	0.00693307	3.96813	-2.907454e-01	-1.398658e+03	-1.398949e+03
3285	0.00693307	3.96813	-2.907454e-01	-1.398658e+03	-1.398949e+03
3290	0.00690969	3.96813	-2.885163e-01	-1.398736e+03	-1.399024e+03
3295	0.0071349	3.94261	-3.049320e-01	-1.398587e+03	-1.398892e+03
3300	0.0071349	3.94261	-3.049320e-01	-1.398587e+03	-1.398892e+03
3305	0.0071349	3.94261	-3.049320e-01	-1.398587e+03	-1.398892e+03
3310	0.00675155	3.94261	-2.684579e-01	-1.399286e+03	-1.399555e+03
3315	0.00675155	3.37773	-1.548510e-01	-1.399987e+03	-1.400142e+03
3320	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3325	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3330	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3335	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3340	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3345	0.00611925	3.17649	-4.745689e-02	-1.395172e+03	-1.395220e+03
3350	0.00577981	3.17649	-1.142860e-02	-1.395398e+03	-1.395410e+03
3355	0.00577981	3.17649	-1.142860e-02	-1.395398e+03	-1.395410e+03
3360	0.00615465	 3.29	-7.612346e-02	-1.395321e+03	-1.395397e+03
3365	0.006174	 3.29	-7.812654e-02	-1.395347e+03	-1.395425e+03
3370	0.006174	3.37769	-9.700285e-02	-1.395815e+03	-1.395912e+03
3375	0.00611612	3.33247	-8.131094e-02	-1.395589e+03	-1.395670e+03
3380	0.00611612	3.15158	-4.155960e-02	-1.395250e+03	-1.395292e+03
3385	0.00578702	3.15158	-6.637202e-03	-1.395018e+03	-1.395024e+03
3390	0.00602637	3.168	-3.584605e-02	-1.394796e+03	-1.394831e+03
3395	0.00602637	3.07342	-1.447412e-02	-1.395027e+03	-1.395041e+03
3400	0.00602637	3.07342	-1.447412e-02	-1.395027e+03	-1.395041e+03
3405	0.00575865	3.0202	2.637150e-02	-1.393958e+03	-1.393932e+03
3410	0.00590428	3.0202	1.069822e-02	-1.394441e+03	-1.394430e+03
3415	0.00590428	3.0202	1.069822e-02	-1.394441e+03	-1.394430e+03
3420	0.00586606	3.0202	1.478569e-02	-1.394230e+03	-1.394215e+03
3425	0.00586606	3.0202	1.478569e-02	-1.394230e+03	-1.394215e+03
3430	0.00561993	2.84427	8.317049e-02	-1.393368e+03	-1.393285e+03
3435	0.00561993	2.84427	8.317049e-02	-1.393368e+03	-1.393285e+03
3440	0.00561993	2.86078	7.918737e-02	-1.393344e+03	-1.393264e+03
3445	0.00561993	2.93579	6.129823e-02	-1.393534e+03	-1.393473e+03
3450	0.00558485	2.93579	6.518045e-02	-1.393571e+03	-1.393506e+03
3455	0.00557899	2.93579	6.583124e-02	-1.393587e+03	-1.393521e+03
